app_name,user_id,Action,Adventure,Racing,Simulation,Sports,Strategy
,76561198061221896,0,0,0,0,0,0
A Number's life,76561198093495190,0,0,0,0,0,0
,76561198089012992,0,0,0,0,0,0
Sorcery! Part 4,76561198073521064,0,1,0,0,0,0
,76561198062180678,0,0,0,0,0,0
"Sir, You Are Being Hunted",76561198054875988,1,0,0,0,0,0
Pixel Heroes: Byte & Magic,76561198084622842,0,1,0,0,0,0
,Firefly_Rain,0,0,0,0,0,0
,76561198080631694,0,0,0,0,0,0
Rocksmith® 2014 – Brand New Song Pack,davidjgriffith,0,0,0,1,0,0
,Luugo,0,0,0,0,0,0
,76561198072287978,0,0,0,0,0,0
Stray Cat Crossing,76561198061005004,0,1,0,0,0,0
,76561198053679654,0,0,0,0,0,0
,76561198069779618,0,0,0,0,0,0
,CharlesSwan,0,0,0,0,0,0
,gedit,0,0,0,0,0,0
Fantasy Grounds - Mini-Dungeon #028: Throne of the Dwellers in Dreams (PFRPG),kerserisasickcunt,0,0,0,0,0,1
Beater Spirit,76561198093838050,1,1,0,0,0,0
64.0,76561198092280898,1,0,0,0,0,0
Endless Space® 2 - Galactic Statecraft Update,76561198107396452,0,0,0,0,0,1
,76561198079442264,0,0,0,0,0,0
,NautaIis,0,0,0,0,0,0
,76561198095699490,0,0,0,0,0,0
,76561197982304601,0,0,0,0,0,0
Wild RTS,76561198067045126,1,1,0,0,0,1
aMaze Achievements : forest,76561198045570187,0,1,0,0,0,0
,LAGAAK,0,0,0,0,0,0
RISK™: Factions,76561198061772450,0,0,0,0,0,1
,76561198082765069,0,0,0,0,0,0
,76561198117290262,0,0,0,0,0,0
,76561198046589980,0,0,0,0,0,0
,76561198100057587,0,0,0,0,0,0
,blazesurge,0,0,0,0,0,0
,76561198114423428,0,0,0,0,0,0
,76561198073189626,0,0,0,0,0,0
,FairyTailMeow,0,0,0,0,0,0
,76561198044048431,0,0,0,0,0,0
Emma (for Athopiu),76561198011305233,0,1,0,0,0,1
Concursion Demo,jackedowns8,0,0,0,0,0,0
,76561198027220526,0,0,0,0,0,0
,bruthal,0,0,0,0,0,0
,76561198060740024,0,0,0,0,0,0
,76561198065907021,0,0,0,0,0,0
,76561198072879700,0,0,0,0,0,0
Rytmik Ultimate – Voice & Acoustic Expansion,masonary,0,0,0,0,0,0
,76561198090890590,0,0,0,0,0,0
,00nana,0,0,0,0,0,0
Empire of the Gods,VELICOV,0,0,0,0,0,1
,76561198062598752,0,0,0,0,0,0
,nightmaresdawn,0,0,0,0,0,0
,angrymanxl,0,0,0,0,0,0
,76561198067361613,0,0,0,0,0,0
,76561198045949038,0,0,0,0,0,0
,76561198072688143,0,0,0,0,0,0
,76561198071953049,0,0,0,0,0,0
,76561198083871826,0,0,0,0,0,0
,76561198082387555,0,0,0,0,0,0
,76561198091626891,0,0,0,0,0,0
,76561197967915075,0,0,0,0,0,0
Throne of Lies® The Online Game of Deceit,thedeathdealer,0,0,0,0,0,1
,76561198076519994,0,0,0,0,0,0
Memory Oblivion Box - Original Soundtrack,76561198085292028,0,1,0,0,0,0
,76561198068632857,0,0,0,0,0,0
,death-comes,0,0,0,0,0,0
,76561198071611029,0,0,0,0,0,0
,76561198039197539,0,0,0,0,0,0
,centor111,0,0,0,0,0,0
,76561197983481010,0,0,0,0,0,0
,76561198072672804,0,0,0,0,0,0
Warriors of Vilvatikta,76561198083423995,0,1,0,0,0,0
,OfficialTonyAbbott,0,0,0,0,0,0
,76561198000162214,0,0,0,0,0,0
,76561198082826817,0,0,0,0,0,0
GGXrdR System Voice Pack,76561198156015935,1,0,0,0,0,0
Arrange Costume Set Elphelt,b3nny_d_,1,0,0,0,0,0
,76561198076611102,0,0,0,0,0,0
,76561198078883335,0,0,0,0,0,0
,76561198054691172,0,0,0,0,0,0
,76561198056617369,0,0,0,0,0,0
,SirDickingson,0,0,0,0,0,0
Psycho Starship Rampage,76561198045193015,1,0,0,0,0,0
Scraps: Modular Vehicle Combat,76561198093902165,1,0,0,0,0,0
,76561198056914348,0,0,0,0,0,0
,Blew72,0,0,0,0,0,0
Draco Dux,76561198067723121,0,0,0,0,0,0
MXGP2 - The Official Motocross Videogame Compact,76561198106325217,0,0,1,1,1,0
,LoliconZOtaku,0,0,0,0,0,0
Dear Esther: Landmark Edition,tropo1,0,1,0,0,0,0
,lizard_boy,0,0,0,0,0,0
,76561198013255974,0,0,0,0,0,0
Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,luhyland,0,1,0,0,0,0
,76561198057426716,0,0,0,0,0,0
FSX Steam Edition: Consolidated B-24 Liberator Add-On,firstshop,0,0,0,1,0,0
,Radderghast,0,0,0,0,0,0
,bryancheong,0,0,0,0,0,0
Flash Gordon: Deadly Ray from Mars,76561198054091966,0,0,0,0,0,0
,nuke1st,0,0,0,0,0,0
,76561198162571015,0,0,0,0,0,0
Warhammer: End Times - Vermintide Death on the Reik,76561198085105657,1,0,0,0,0,0
,76561198072415577,0,0,0,0,0,0
,76561198080484384,0,0,0,0,0,0
,meeeedie,0,0,0,0,0,0
,talove112345,0,0,0,0,0,0
Alcatraz: VR Escape Room,76561198044593988,0,0,0,0,0,0
Rocksmith® 2014 – Fuel - “Hemorrhage (In My Hands)”,PunkedFlip,0,0,0,1,0,0
,76561198065886016,0,0,0,0,0,0
Neon Space 2,76561198047321358,1,1,0,0,0,1
,viprin,0,0,0,0,0,0
The Lost Crown,76561198080715343,0,1,0,0,0,0
Rocksmith® 2014 – The Cars - “Bye Bye Love”,76561198091118272,0,0,0,1,0,0
,tyleriscool1212,0,0,0,0,0,0
,76561198063574712,0,0,0,0,0,0
A Bastard's Tale Demo,76561198074595408,1,1,0,0,0,0
,76561198051902499,0,0,0,0,0,0
,76561198071932715,0,0,0,0,0,0
,happypeasant,0,0,0,0,0,0
,Scrfiin,0,0,0,0,0,0
,76561198071677972,0,0,0,0,0,0
,5318064,0,0,0,0,0,0
,rohanistic,0,0,0,0,0,0
,DeeJayGames_,0,0,0,0,0,0
Borderlands 2: Siren Supremacy Pack,76561198071110218,1,0,0,0,0,0
,ahtabom,0,0,0,0,0,0
,drmysterious,0,0,0,0,0,0
,76561198054736962,0,0,0,0,0,0
,76561198104276320,0,0,0,0,0,0
,diegobonando,0,0,0,0,0,0
,sonnymastrangioli,0,0,0,0,0,0
,76561197981904869,0,0,0,0,0,0
,76561198015209454,0,0,0,0,0,0
,Chaclets,0,0,0,0,0,0
,n0vacan3,0,0,0,0,0,0
,skyfunluc,0,0,0,0,0,0
imprint-X,76561198118209352,0,1,0,0,0,0
FreeStyleFootball - Card Pack (SW),76561198080622032,1,0,0,0,1,0
,76561197976562688,0,0,0,0,0,0
,QJ2TG,0,0,0,0,0,0
,76561198090493264,0,0,0,0,0,0
,76561198078376842,0,0,0,0,0,0
,notmysteamprofile,0,0,0,0,0,0
,76561198047587270,0,0,0,0,0,0
,76561198048369310,0,0,0,0,0,0
Derpy Dinos,DerpLord_,1,0,0,0,0,0
,76561198031618472,0,0,0,0,0,0
Pro Strategy Football 2016,76561198096755376,0,0,0,1,1,1
The Last Birdling,76561198079328428,0,0,0,0,0,0
,76561198160296959,0,0,0,0,0,0
Rocksmith® 2014 – Lamb of God - “Laid to Rest”,76561198070493014,0,0,0,1,0,0
,rogeramires,0,0,0,0,0,0
Tesla's Tower: The Wardenclyffe Mystery,76561198070788750,0,1,0,0,0,0
,76561198040878848,0,0,0,0,0,0
,spooksies,0,0,0,0,0,0
,76561198094579576,0,0,0,0,0,0
,76561198069691247,0,0,0,0,0,0
,76561198093272512,0,0,0,0,0,0
,76561198092262750,0,0,0,0,0,0
Sid Meier's Civilization V: Gods and Kings,76561198088606103,0,0,0,0,0,1
Dysfunctional Systems: Orientation,76561198027034446,0,0,0,0,0,0
,76561198076617928,0,0,0,0,0,0
,76561198077268101,0,0,0,0,0,0
Rocksmith - Fall Out Boy - Thnks fr th Mmrs,wendyfiore,0,0,0,1,0,0
,76561198066783147,0,0,0,0,0,0
Audioship,76561198052999780,0,0,0,0,0,0
,76561198071047520,0,0,0,0,0,0
,76561198149408365,0,0,0,0,0,0
Cut Cut Buffet,RhythmGate,0,0,0,0,0,0
,76561198074735312,0,0,0,0,0,0
,randall4321,0,0,0,0,0,0
Dashing Rogue Bundle,76561198051628503,1,0,0,0,0,1
,76561198109549145,0,0,0,0,0,0
,richyyS,0,0,0,0,0,0
Baskhead,76561198216938369,0,0,0,0,0,0
,76561198063270914,0,0,0,0,0,0
,76561198062358633,0,0,0,0,0,0
,76561198070150547,0,0,0,0,0,0
,lpy1000,0,0,0,0,0,0
,mayoihachikujibestsnail,0,0,0,0,0,0
,Leb4Lyfe,0,0,0,0,0,0
,pancakes37,0,0,0,0,0,0
,TheSuperiorShadow,0,0,0,0,0,0
,76561198044955612,0,0,0,0,0,0
,76561198060419696,0,0,0,0,0,0
,winccc,0,0,0,0,0,0
,76561198080629939,0,0,0,0,0,0
,fishfishfishfish,0,0,0,0,0,0
,76561198085676418,0,0,0,0,0,0
Unending Galaxy,76561198054026701,0,0,0,1,0,1
,76561198087142759,0,0,0,0,0,0
,76561198072737788,0,0,0,0,0,0
,crystallix,0,0,0,0,0,0
,autisticoranges,0,0,0,0,0,0
Life Forge ORPG,76561198045161218,0,0,0,0,0,0
,76561198093385491,0,0,0,0,0,0
101 Secrets,76561198070565427,0,0,0,0,0,0
Gotham City Impostors Free to Play: Stitches,76561198028319840,1,0,0,0,0,0
,76561198078385725,0,0,0,0,0,0
Simutrans - Workshop Tools,76561198045245673,0,0,0,1,0,0
,618554,0,0,0,0,0,0
,76561198099995411,0,0,0,0,0,0
,76561198104558788,0,0,0,0,0,0
Rocksmith® 2014 – Rancid - “Maxwell Murder”,Drizzykitten,0,0,0,1,0,0
,76561198035682303,0,0,0,0,0,0
Call of Duty®: Advanced Warfare - Hot Rod Exoskeleton Pack,76561198105855625,1,0,0,0,0,0
,BayonetSpaghettiKnife,0,0,0,0,0,0
,76561198032269919,0,0,0,0,0,0
,76561198098049055,0,0,0,0,0,0
,bradon745,0,0,0,0,0,0
,travisty98,0,0,0,0,0,0
,76561197972468173,0,0,0,0,0,0
Nunchaku,76561198058536640,1,0,0,0,0,0
,76561198062181105,0,0,0,0,0,0
Smash Party VR,WillZENex,0,0,0,0,0,0
,brottchombors,0,0,0,0,0,0
,youmothersz4life,0,0,0,0,0,0
,ruba_724,0,0,0,0,0,0
,Hamish245,0,0,0,0,0,0
,76561198047815701,0,0,0,0,0,0
,mastertdogtdog,0,0,0,0,0,0
,76561198044496195,0,0,0,0,0,0
Six Sides of the World,76561198035863799,1,1,0,0,0,0
,7Shadows,0,0,0,0,0,0
,76561198019549975,0,0,0,0,0,0
,76561198052811254,0,0,0,0,0,0
,76561198069090191,0,0,0,0,0,0
AWS Argentina Wingshooting Simulator,76561198064432722,1,0,0,1,1,0
,bugdot,0,0,0,0,0,0
,76561198032091115,0,0,0,0,0,0
RTS Creator,76561198087054973,0,0,0,0,0,0
,76561198027555735,0,0,0,0,0,0
,76561198050352271,0,0,0,0,0,0
,76561197995226740,0,0,0,0,0,0
,76561198054493101,0,0,0,0,0,0
,76561198077906892,0,0,0,0,0,0
,shtool_man,0,0,0,0,0,0
,valen_palu,0,0,0,0,0,0
,aqwah,0,0,0,0,0,0
,76561198077991546,0,0,0,0,0,0
,76561198067200711,0,0,0,0,0,0
,76561198021013554,0,0,0,0,0,0
Rage Pig,JZargo4Pres,1,1,0,0,0,0
,76561198047574683,0,0,0,0,0,0
,76561198011065076,0,0,0,0,0,0
3d Engineers,LerKxA,0,0,0,1,0,0
,76561198025342248,0,0,0,0,0,0
,7345,0,0,0,0,0,0
Civilization V - Cradle of Civilization Map Pack: Mediterranean,GlaLoid,0,0,0,0,0,1
,76561198068377798,0,0,0,0,0,0
,76561198047080140,0,0,0,0,0,0
,mansour64,0,0,0,0,0,0
Super Rock Blasters!,76561198084570270,1,0,0,0,0,0
,76561198066336183,0,0,0,0,0,0
,76561198088502736,0,0,0,0,0,0
,76561198101003486,0,0,0,0,0,0
,76561198081498963,0,0,0,0,0,0
,masterroach,0,0,0,0,0,0
Star Wolves 2,Harrasment_Bear,0,0,0,0,0,1
The Witcher Adventure Game,ferusrwar,0,1,0,0,0,1
,76561198077280809,0,0,0,0,0,0
The Lady,76561198096370677,1,1,0,0,0,0
,76561198054851436,0,0,0,0,0,0
,76561198044417561,0,0,0,0,0,0
,76561198070789920,0,0,0,0,0,0
Schrödinger’s Cat And The Raiders Of The Lost Quark,76561198048742639,1,1,0,0,0,0
Aliens: Colonial Marines - Reconnaissance Pack,rayball36,1,0,0,0,0,0
,godblazeyou,0,0,0,0,0,0
,76561198081941310,0,0,0,0,0,0
,76561198059084852,0,0,0,0,0,0
WARRIORS ALL-STARS: Tokitsugu-themed costume for Nobunyaga,76561198054484032,1,0,0,0,0,0
,NinjaPrei,0,0,0,0,0,0
,76561198095032971,0,0,0,0,0,0
Street Fighter X Tekken: Nina (Swap Costume),76561198069106917,1,0,0,0,0,0
Triborg,76561198098871880,1,0,0,0,0,0
Saints Row IV - Gamestop Warped Weapon Challenge,kon-games,1,1,0,0,0,0
,catdownstairz,0,0,0,0,0,0
,crate666,0,0,0,0,0,0
,76561198032373707,0,0,0,0,0,0
Alpha Polaris : A Horror Adventure Game,76561198050929921,0,1,0,0,0,0
,76561198041790207,0,0,0,0,0,0
Quantum Conscience - Original Soundtrack,thefinalrival,0,1,0,0,0,0
,Soupre,0,0,0,0,0,0
,76561198076636076,0,0,0,0,0,0
,76561198083571402,0,0,0,0,0,0
,TombRaider102,0,0,0,0,0,0
,76561198082150235,0,0,0,0,0,0
Fantasy Grounds - Top Down Tokens - Dinosaurs,76561198045250161,0,0,0,0,0,1
,76561198067798875,0,0,0,0,0,0
,76561198093560216,0,0,0,0,0,0
A Mortician's Tale Original Soundtrack,KinkyKrampus,0,0,0,1,0,0
,sergei_from_kazakhstan,0,0,0,0,0,0
,76561198068444646,0,0,0,0,0,0
,76561198056935561,0,0,0,0,0,0
Hello Neighbor,76561198067756101,0,1,0,0,0,1
,76561198048416787,0,0,0,0,0,0
,76561198077375092,0,0,0,0,0,0
,76561198072796882,0,0,0,0,0,0
,TheLightGamer,0,0,0,0,0,0
,76561198039573941,0,0,0,0,0,0
,MonkeyTheKing,0,0,0,0,0,0
,xximfatxx,0,0,0,0,0,0
,76561198044421787,0,0,0,0,0,0
,76561198066902249,0,0,0,0,0,0
Toro,Ashmon16,1,0,0,1,1,0
,MAX_99,0,0,0,0,0,0
,Codeliteback,0,0,0,0,0,0
,76561198082459324,0,0,0,0,0,0
Assetto Corsa - Dream Pack 1,76561198084337395,0,0,1,1,1,0
Bone: Out From Boneville,76561198039333800,0,1,0,0,0,0
,manpat,0,0,0,0,0,0
,flyme97,0,0,0,0,0,0
Mobile Astro,76561198067090094,1,0,0,0,0,0
,eroth,0,0,0,0,0,0
,SSGTForest,0,0,0,0,0,0
,76561198093260918,0,0,0,0,0,0
,76561198071826871,0,0,0,0,0,0
,76561198054733303,0,0,0,0,0,0
,heavy_back,0,0,0,0,0,0
Crankies Workshop: Freebot Assembly,76561198065930294,1,0,0,1,0,1
Star Saviors,76561198075306737,1,0,0,0,0,1
,UnleashedPotato,0,0,0,0,0,0
Pilot Brothers 2,Mexperience,0,1,0,0,0,0
Car Mechanic Simulator 2018 - Tuning DLC,nio424,0,0,1,1,0,0
,76561198044360115,0,0,0,0,0,0
,76561198079526653,0,0,0,0,0,0
Streamline,76561198079335720,1,0,0,0,0,1
DARIUSBURST Chronicle Saviours - ketsui,76561198030955814,1,0,0,0,0,0
,76561198045187637,0,0,0,0,0,0
The Assembly,Beiber,0,0,0,0,0,0
Battlefield: Bad Company™ 2,76561198066675582,1,0,0,0,0,0
,76561198043414876,0,0,0,0,0,0
,AngelvitorGamer,0,0,0,0,0,0
,76561198057356611,0,0,0,0,0,0
,76561198018601890,0,0,0,0,0,0
,76561198090129532,0,0,0,0,0,0
,76561198060622025,0,0,0,0,0,0
,76561198064955345,0,0,0,0,0,0
,76561198063794515,0,0,0,0,0,0
,76561198073077356,0,0,0,0,0,0
,76561198062298425,0,0,0,0,0,0
Rocksmith® 2014 – Fall Out Boy  - “My Song Know What You Did In The Dark (Light Em Up)”,76561198072818874,0,0,0,1,0,0
,darkacerebel,0,0,0,0,0,0
,76561198050242181,0,0,0,0,0,0
,76561198091052415,0,0,0,0,0,0
,76561198051771362,0,0,0,0,0,0
,mumcanwegetchips,0,0,0,0,0,0
"Warhammer 40,000: Armageddon - Soundtrack",76561198102267790,0,0,0,0,0,1
Mordheim: City of the Damned,76561198096719713,0,0,0,0,0,1
CapRiders: Euro Soccer,marzzzzz,0,0,0,0,1,0
,76561198046843551,0,0,0,0,0,0
,tetrisfan7001,0,0,0,0,0,0
,76561198115868847,0,0,0,0,0,0
,looooooooooooooooooooooool,0,0,0,0,0,0
,bambam0406,0,0,0,0,0,0
,76561198053482806,0,0,0,0,0,0
,76561198089961001,0,0,0,0,0,0
,76561198027546860,0,0,0,0,0,0
,76561198035548591,0,0,0,0,0,0
,MK011,0,0,0,0,0,0
,Bubblecup,0,0,0,0,0,0
,76561197979696394,0,0,0,0,0,0
,76561197970640474,0,0,0,0,0,0
Orbox C,76561198103211891,0,0,0,0,0,0
,solideffortm8,0,0,0,0,0,0
,76561198050466309,0,0,0,0,0,0
RPG Maker MV - Heist Music Pack,76561198108452739,0,0,0,0,0,0
,76561198068613039,0,0,0,0,0,0
Wildlife Park 2 - Dino World,76561198054577621,0,0,0,1,0,1
,76561198087643460,0,0,0,0,0,0
Brazil Pack,iBluz,1,0,0,0,0,0
Magicka: Gamer Bundle,76561198067291859,1,0,0,0,0,0
,GBanga90,0,0,0,0,0,0
Siralim - Soundtrack,76561198025989885,0,0,0,0,0,0
,76561198078393152,0,0,0,0,0,0
,76561198061040271,0,0,0,0,0,0
"Calm Down, Stalin",dptdang,0,0,0,0,0,0
Episode 23 - Snow White,76561198028117137,0,0,0,0,0,0
,equiinax,0,0,0,0,0,0
Elite Dangerous: Pilot Starter Pack,Twat3021,1,1,0,1,0,1
,76561198082331152,0,0,0,0,0,0
Pooper Scooper,76561198062484553,1,0,0,0,0,0
Warhammer Vermintide - Bardin 'Studded Leather' Skin,l0rdimba,1,0,0,0,0,0
,76561198013430784,0,0,0,0,0,0
,76561198090578159,0,0,0,0,0,0
,76561198065001162,0,0,0,0,0,0
,76561198074555947,0,0,0,0,0,0
,Assassinarwhal,0,0,0,0,0,0
,Ruperting,0,0,0,0,0,0
,TripleQMark,0,0,0,0,0,0
Druid,John_Batman,0,1,0,0,0,0
,DaFrikkerMan,0,0,0,0,0,0
,GoldiLoks,0,0,0,0,0,0
,76561198067355800,0,0,0,0,0,0
Waking The Glares - Chapters I and II - eBook,76561198081963796,0,1,0,0,0,0
Music from SteamWorld Heist - Steam Powered Giraffe,mustangjoel,0,0,0,0,0,0
,DestructorXZ,0,0,0,0,0,0
Zombie Shooter 2,76561198028889602,1,0,0,0,0,0
,llitfkitfk,0,0,0,0,0,0
,rabbidscool,0,0,0,0,0,0
This Grand Life,LegendaryRaven,0,0,0,1,0,0
Obscura,Angelsfury,0,0,0,0,0,0
,76561198058120500,0,0,0,0,0,0
,76561198069063506,0,0,0,0,0,0
,76561198067506858,0,0,0,0,0,0
,76561198004857456,0,0,0,0,0,0
,76561198091887406,0,0,0,0,0,0
,sneakystavros,0,0,0,0,0,0
,CptBonnie,0,0,0,0,0,0
,76561198075251360,0,0,0,0,0,0
,AapplezZ,0,0,0,0,0,0
Rocket League®,76561198097472951,1,0,1,0,1,0
,ScumbagGandalf,0,0,0,0,0,0
,76561198065399040,0,0,0,0,0,0
,76561198093167723,0,0,0,0,0,0
JASEM: OST,76561198050570498,1,0,0,0,0,0
Order of Battle: Burma Road,76561198086204112,0,0,0,1,0,1
Chronicle: RuneScape Legends - Legendary Pack,sdgsdfgsdfhshdgh,0,1,0,0,0,1
,budgiesmuggler,0,0,0,0,0,0
,76561198066146497,0,0,0,0,0,0
Rocksmith® 2014 – Social Distortion - “Ball and Chain”,Deyshithedaisy,0,0,0,1,0,0
BrainBread 2,nomnomjeon,1,1,0,0,0,0
,76561198067124717,0,0,0,0,0,0
,76561198057599267,0,0,0,0,0,0
,76561198084528686,0,0,0,0,0,0
Hubert's Island Adventure: Mouse o' War,legoman5000,1,1,0,0,0,0
,Neon_Jakel,0,0,0,0,0,0
,76561198010280507,0,0,0,0,0,0
,76561198093854820,0,0,0,0,0,0
,76561198070413236,0,0,0,0,0,0
Impossiball,johnnysmith,1,0,0,0,1,0
Mad Games Tycoon,76561198012852825,0,0,0,1,0,1
Metal Planet,HBHL,1,0,0,0,0,0
,76561198051381052,0,0,0,0,0,0
,deleter46,0,0,0,0,0,0
,76561198040447850,0,0,0,0,0,0
,starturner,0,0,0,0,0,0
Borderlands: The Zombie Island of Dr. Ned,76561198058136176,1,0,0,0,0,0
,wirebud,0,0,0,0,0,0
,helloryan998,0,0,0,0,0,0
,VHGSPlayer,0,0,0,0,0,0
,76561198080677707,0,0,0,0,0,0
Call of Duty®: Black Ops Annihilation & Escalation Bundle – Mac Edition,76561198071867962,1,0,0,0,0,0
,76561198027060453,0,0,0,0,0,0
Lords of Xulima - Special Digital Rewards,76561198087540888,0,1,0,0,0,0
,stympak,0,0,0,0,0,0
,SpiritOfDeath2,0,0,0,0,0,0
,76561198061046027,0,0,0,0,0,0
,savegamereview,0,0,0,0,0,0
,76561198060182728,0,0,0,0,0,0
,Shadowfred,0,0,0,0,0,0
,Kagayaki,0,0,0,0,0,0
,76561198095729987,0,0,0,0,0,0
,shuffbot,0,0,0,0,0,0
,76561198084400522,0,0,0,0,0,0
"BLEAK: Original Soundtrack, Vol. 1",76561198018148762,1,0,0,0,0,0
,76561198070071006,0,0,0,0,0,0
,76561198094944069,0,0,0,0,0,0
The Art Of Knuckle Sandwich,iamfullofmeem,1,1,0,0,0,0
,76561198066917805,0,0,0,0,0,0
,OG-Dog,0,0,0,0,0,0
Operation Abyss: New Tokyo Legacy / 東京新世録 オペレーションアビス,76561198075068754,0,0,0,0,0,0
,76561198088890825,0,0,0,0,0,0
,76561198074741377,0,0,0,0,0,0
,76561198062704087,0,0,0,0,0,0
Cities in Motion,76561198068611196,0,0,0,1,0,0
,76561198084994842,0,0,0,0,0,0
,pulosi,0,0,0,0,0,0
,76561198085573936,0,0,0,0,0,0
,dinkco,0,0,0,0,0,0
,ThePravdo,0,0,0,0,0,0
,ZINNX2nd,0,0,0,0,0,0
,76561198086979971,0,0,0,0,0,0
,StonerPlays,0,0,0,0,0,0
,Mozness,0,0,0,0,0,0
,jafoolie,0,0,0,0,0,0
,76561197972042644,0,0,0,0,0,0
Slay,skyonic,0,0,0,0,0,1
,76561198069535219,0,0,0,0,0,0
Big Buck Hunter Arcade,76561198063509156,1,0,0,1,1,1
Fleet Command,chinnaye,0,0,0,0,0,1
,76561198087066015,0,0,0,0,0,0
Deep Dark Dungeon,76561198024782279,1,0,0,0,0,0
SOLITAIRE ULTRA,76561197989394739,0,0,0,0,0,0
Stellaris: Plantoids Species Pack,76561198038483797,0,0,0,1,0,1
Pixel Puzzles Ultimate - Puzzle Pack: Medieval,76561198060968881,0,0,0,1,1,1
Escape The Museum,76561198241723758,0,1,0,0,0,0
Middle-earth: Shadow of Mordor - Blood Hunters Warband,76561198122773691,1,1,0,0,0,0
Romance of the Three Kingdoms　VI with Power Up Kit / 三國志VI with パワーアップキット,loljk7,0,0,0,0,0,1
,Taffythedudegonnakickyourbutt,0,0,0,0,0,0
,76561198090015061,0,0,0,0,0,0
Rocksmith® 2014 – Kiss Song Pack,artificiallightsource,0,0,0,1,0,0
,61241571,0,0,0,0,0,0
,THE_FKIN_ROBBER,0,0,0,0,0,0
,76561198015449112,0,0,0,0,0,0
,76561198107436888,0,0,0,0,0,0
,76561198065746586,0,0,0,0,0,0
,Death159951,0,0,0,0,0,0
,76561198054693746,0,0,0,0,0,0
RPG Maker VX Ace - Ancient Dungeons: Base Pack,76561198085170750,0,0,0,0,0,0
,76561198068892076,0,0,0,0,0,0
BIT.TRIP BEAT,voodz,1,0,0,0,0,0
,76561198075935936,0,0,0,0,0,0
,76561198094656145,0,0,0,0,0,0
The Apotheosis Project,76561198093547063,0,1,0,0,0,0
,76561198044625090,0,0,0,0,0,0
,Buratii,0,0,0,0,0,0
,angorabug,0,0,0,0,0,0
,Broseph_22,0,0,0,0,0,0
,76561198065695800,0,0,0,0,0,0
Incredible Dracula: Chasing Love Collector's Edition,76561198090995311,0,1,0,0,0,1
,76561198072495558,0,0,0,0,0,0
,76561198059437216,0,0,0,0,0,0
,76561198073721071,0,0,0,0,0,0
,76561198088235142,0,0,0,0,0,0
Twilight Guardian Pack,76561198029570700,1,0,0,0,0,0
,76561198074281507,0,0,0,0,0,0
,76561198023226082,0,0,0,0,0,0
Fresh Body: Original Soundtrack,76561198071184707,1,1,0,0,0,0
COH 2 - Soviet Skin: (H) Three Color Northwestern Front,76561198083905536,0,0,0,0,0,1
,76561198055853962,0,0,0,0,0,0
ARMA: Cold War Assault,76561198058621408,1,0,0,1,0,1
,76561198028982486,0,0,0,0,0,0
,76561198068996116,0,0,0,0,0,0
,76561198089200630,0,0,0,0,0,0
,red_og,0,0,0,0,0,0
,ITSANTONIDIOTS,0,0,0,0,0,0
Cublast HD,76561198083121073,0,0,0,0,0,0
,MEIA-NOITE-ZIKA,0,0,0,0,0,0
,76561198096483082,0,0,0,0,0,0
,76561198069053578,0,0,0,0,0,0
AGON - The Mysterious Codex (Trilogy),76561197981912358,0,1,0,0,0,0
Vanquish,Squarp13,1,0,0,0,0,0
,76561198077935864,0,0,0,0,0,0
,hounddogmercy219,0,0,0,0,0,0
,76561198065319354,0,0,0,0,0,0
Broken Blue,Tyranntkun,0,0,0,0,0,0
,76561198101278301,0,0,0,0,0,0
RPG Maker VX Ace - Survival Horror Music Pack,76561198044039367,0,0,0,0,0,0
,76561198048817136,0,0,0,0,0,0
,76561198070039800,0,0,0,0,0,0
Foundation of Nightmares,jaganw,0,1,0,0,0,0
,76561198100954743,0,0,0,0,0,0
,109leonidas,0,0,0,0,0,0
,76561198101770472,0,0,0,0,0,0
,76561198082627581,0,0,0,0,0,0
,76561198098681152,0,0,0,0,0,0
,76561198065284409,0,0,0,0,0,0
,76561198074875058,0,0,0,0,0,0
Warriors' Wrath - Evil Challenge,76561198078807139,1,1,0,0,0,0
Kunlun Fight,tastecommander,0,0,0,0,0,0
,76561198036812588,0,0,0,0,0,0
,76561198068177281,0,0,0,0,0,0
,chuma244,0,0,0,0,0,0
,76561198016192007,0,0,0,0,0,0
,DJPayg,0,0,0,0,0,0
,TahuW,0,0,0,0,0,0
,76561198095277467,0,0,0,0,0,0
,astryx_,0,0,0,0,0,0
,eat_toast,0,0,0,0,0,0
,76561198070984742,0,0,0,0,0,0
,76561197999129447,0,0,0,0,0,0
,76561198099349637,0,0,0,0,0,0
,76561198082469274,0,0,0,0,0,0
,76561198048261122,0,0,0,0,0,0
,babiterbang1245,0,0,0,0,0,0
"Warhammer® 40,000: Dawn of War® - Game of the Year Edition",76561198069092690,0,0,0,0,0,1
Call of Duty®: Ghosts - Devastation,76561198081530243,1,0,0,0,0,0
,3265899423,0,0,0,0,0,0
Galaxy of Drones,PonPonPony,0,0,0,0,0,1
,5465498461316546549849498,0,0,0,0,0,0
,CapSpook,0,0,0,0,0,0
,76561198027743960,0,0,0,0,0,0
,Cabey64,0,0,0,0,0,0
,SitteNKitteNMitteN,0,0,0,0,0,0
Nancy Drew®: Ghost Dogs of Moon Lake,76561198106182243,0,1,0,0,0,0
,76561198102969842,0,0,0,0,0,0
No Pineapple Left Behind,76561198075939251,0,0,0,1,0,1
